,Unnamed: 0,soldPrice,bednumber,propertyType,duration_free_not_lease,isNew,latitude,longitude,nearest_hospital_distance
12762,12762,285000,2,Terraced,1,0,51.375694200000005,-2.38595251,0.005462242800023178
12763,12763,186000,1,Flat,0,0,51.3755989,-2.373754002,0.0019673339716517087
12764,12764,220500,2,Flat,0,0,51.39444879999999,-2.3523768730000003,0.002844067967149853
12765,12765,488500,3,Terraced,0,0,51.37606276,-2.360597349,0.0012262431490592854
12766,12766,465000,3,Terraced,1,0,51.37069706,-2.365640593,0.0016491998386581907
12767,12767,785000,4,Terraced,1,0,51.39607874,-2.345518849,0.005832253691151489
12768,12768,339500,3,Semi-Detached,1,0,51.39760104,-2.3476433080000003,0.0035893809104856713
12769,12769,359971,3,Terraced,0,0,51.39608697,-2.348810454,0.0026868946148836106
12770,12770,247000,3,Semi-Detached,1,0,51.35941532,-2.38165059,0.0032897456363647107
12771,12771,360000,3,Semi-Detached,1,0,51.37234328,-2.393164845,0.002040032810739336
12772,12772,510000,4,Terraced,1,0,51.38831614,-2.361340423,0.0006564711032470416
12773,12773,475000,3,Terraced,1,0,51.3959092,-2.354112921,0.0015427349639075408
12774,12774,372500,3,Semi-Detached,1,0,51.36777711,-2.364884721,0.0011189299064216823
12775,12775,300000,2,Detached,1,0,51.40516222,-2.398693786,0.007587599752236697
12776,12776,420000,4,Terraced,0,0,51.37609127,-2.377234901,0.0011331819182565258
12777,12777,442500,3,Terraced,1,0,51.39985871,-2.344339872,0.0072738663572793315
12778,12778,387500,2,Flat,0,0,51.39322476,-2.3645123580000003,0.0021507949457689832
12779,12779,410000,3,Terraced,1,0,51.39923028,-2.347051937,0.004511397239182794
12780,12780,1300000,6,Detached,1,0,51.3586799,-2.35533357,0.0011902850985222784
12781,12781,347500,3,Detached,0,0,51.39657604,-2.359536961,0.0008998843080031046
12782,12782,248000,2,Terraced,1,0,51.39391449,-2.395793233,0.005108705736085187
12783,12783,396000,2,Terraced,0,0,51.39985871,-2.344339872,0.0072738663572793315
12784,12784,602000,3,Terraced,1,0,51.37211007,-2.350510044,0.0010744170892156252
12785,12785,499950,3,Terraced,0,0,51.38981024,-2.348992636,0.00234055581310009
12786,12786,247500,3,Semi-Detached,1,0,51.36080576,-2.382653167,0.004189853717645937
12787,12787,320000,3,Terraced,1,0,51.37563468,-2.393035019,0.002407227188543928
12788,12788,629000,3,Detached,0,0,51.40630491,-2.309179668,0.00011499247681276009
12789,12789,380000,4,Detached,1,0,51.37715126,-2.388550945,0.002653334181155403
12790,12790,195000,2,Terraced,1,0,51.363447799999996,-2.383120462,0.004695156709252877
12791,12791,827000,1,Semi-Detached,1,0,51.38809288,-2.3890599999999997,0.002186202099068867
12792,12792,510000,3,Flat,0,0,51.38631184,-2.34617813,0.005231884276254736
12793,12793,207000,2,Terraced,1,0,51.36197113,-2.3837401000000003,0.0052665692386853384
12794,12794,318000,2,Terraced,1,0,51.37487967,-2.384825037,0.006575311584685794
12795,12795,265000,3,Semi-Detached,1,0,51.35805732,-2.381725467,0.0032270927560130547
12796,12796,305000,2,Terraced,1,0,51.39698309,-2.352827574,0.00031020061301191364
12797,12797,287500,3,Terraced,1,0,51.37542103,-2.389700023,0.002327358976295186
12798,12798,325000,2,Terraced,1,0,51.37823418,-2.381893381,0.0033978198975476597
12799,12799,260000,2,Flat,0,0,51.37578164,-2.352520776,0.0014893981049506422
12800,12800,322500,2,Terraced,1,0,51.37558404,-2.381152958,0.003104550560696642
12801,12801,340000,2,Terraced,1,0,51.37396565,-2.38386917,0.005441072417236308
12802,12802,322500,2,Terraced,1,0,51.37558404,-2.381152958,0.003104550560696642
12803,12803,340000,2,Terraced,1,0,51.39142755,-2.358318065,0.0018295523848730806
12804,12804,324000,2,Terraced,1,0,51.3769364,-2.380043527,0.0015649606288150116
12805,12805,383000,4,Terraced,1,0,51.38307335,-2.394952439,0.0038272321928222988
12806,12806,469000,2,Terraced,1,0,51.39506575,-2.359438874,0.0022926570952167824
12807,12807,500000,2,Terraced,0,0,51.39506575,-2.359438874,0.0022926570952167824
12808,12808,1010000,1,Semi-Detached,1,0,51.41102262,-2.320297124,0.0007525788164116355
12809,12809,300000,3,Terraced,1,0,51.37122294,-2.372813304,0.0016953909786079112
12810,12810,535000,3,Detached,1,0,51.40137445,-2.33006231,0.0042806451436553745
12811,12811,225000,3,Flat,0,0,51.39191221,-2.3556629890000003,0.0008757838448481576
12812,12812,325000,3,Terraced,1,0,51.37299946,-2.385110956,0.00609347267698272
12813,12813,540000,3,Semi-Detached,1,0,51.38568522,-2.393681609,0.0031714123560772182
12814,12814,346500,3,Terraced,1,0,51.37558404,-2.381152958,0.003104550560696642
12815,12815,280000,2,Flat,0,0,51.37758148,-2.369531669,0.001161961910668758
12816,12816,440000,3,Semi-Detached,1,0,51.36633131,-2.321292143,0.000259014850853364
12817,12817,190000,3,Flat,0,0,51.37641772,-2.403386263,0.01220729861130779
12818,12818,525000,3,Semi-Detached,1,0,51.36649456,-2.3724157740000003,0.00031721711957454266
12819,12819,247500,3,Terraced,1,0,51.36918072,-2.389718839,0.0014879818832980686
12820,12820,233000,2,Terraced,1,0,51.36002459,-2.3596095740000003,0.0014362436488004468
12821,12821,305000,3,Terraced,1,0,51.37396565,-2.38386917,0.005441072417236308
12822,12822,342000,2,Terraced,1,0,51.37354404,-2.383563946,0.005084593259944075
12823,12823,235000,2,Terraced,1,0,51.40021664,-2.35098374,0.0026946884410517635
12824,12824,289000,2,Terraced,0,0,51.38105327,-2.380451234,0.0019552914818711784
12825,12825,1050000,1,Terraced,1,0,51.38776421,-2.365345568,0.0006606992544586942
12826,12826,630000,3,Terraced,0,0,51.39095653,-2.356503518,0.0001293562526779122
12827,12827,506000,2,Detached,1,0,51.39371092,-2.364315005,0.0026456394276937216
12828,12828,205000,2,Semi-Detached,1,0,51.37379611,-2.404842967,0.012511553998196747
12829,12829,386000,3,Semi-Detached,1,0,51.39382171,-2.35458547,0.002480069149634329
12830,12830,775000,5,Semi-Detached,1,0,51.37317344,-2.370200109,0.0004747256180054876
12831,12831,900000,4,Detached,1,0,51.39537502,-2.3698475930000003,0.0020467607741711255
12832,12832,335000,3,Terraced,1,0,51.37488556,-2.383029221,0.004874971861849735
12833,12833,490000,3,Flat,0,0,51.39259881,-2.3328740000000003,0.001260258957918287
12834,12834,1080000,6,Terraced,1,0,51.35933088,-2.3481575880000003,0.0031934996957274533
12835,12835,467500,4,Semi-Detached,0,0,51.39876461,-2.352438807,0.0013463875875805338
12836,12836,162500,1,Flat,0,0,51.39317831,-2.3502687,0.0017895141707764055
12837,12837,274000,3,Semi-Detached,1,0,51.38036491,-2.40343535,0.012231576166693358
12838,12838,345000,2,Flat,0,0,51.38365721,-2.3700259999999997,0.0014992459957508101
12839,12839,318000,3,Semi-Detached,1,0,51.36607869,-2.39237859,0.0011747433761357332
12840,12840,450000,3,Terraced,1,0,51.36390755,-2.377220908,0.0004430222306354717
12841,12841,280000,3,Terraced,1,0,51.40297268,-2.337175421,0.006175763144579548
12842,12842,341000,2,Flat,0,0,51.39986578,-2.30272509,0.006948211552159736
12843,12843,537000,4,Detached,1,1,51.408143,-2.375197,0.0018012030578659758
12844,12844,220000,2,Terraced,1,0,51.36926352,-2.397189429,0.005988144543866708
12845,12845,275000,1,Flat,0,0,51.367641,-2.365772873,0.0003301373925976706
12846,12846,495000,3,Terraced,1,0,51.40361156,-2.402518666,0.011647569187127149
12847,12847,645000,4,Semi-Detached,1,0,51.39142477,-2.38482,0.006324303521040551
12848,12848,272500,3,Terraced,1,0,51.38543888,-2.383922108,0.005860797485035596
12849,12849,375000,3,Semi-Detached,1,0,51.38686152,-2.399468721,0.00830378481357915
12850,12850,435000,2,Flat,0,0,51.38421599,-2.355445217,0.002188236709300173
12851,12851,338000,3,Terraced,0,0,51.37725718,-2.383695572,0.005195455901580812
12852,12852,367500,3,Terraced,1,0,51.37832735,-2.383647053,0.005153964912085924
12853,12853,450000,5,Semi-Detached,1,0,51.35774568,-2.366700686,0.00047459366246905665
12854,12854,355000,2,Detached,1,0,51.39109611,-2.380721414,0.002237175354340852
12855,12855,280000,3,Semi-Detached,1,0,51.36990463,-2.391046602,0.0008324042408527108
12856,12856,520000,3,Semi-Detached,1,0,51.38568522,-2.393681609,0.0031714123560772182
12857,12857,208000,2,Terraced,1,0,51.36257445,-2.383472247,0.004972298059019227
12858,12858,1575000,4,Terraced,1,0,51.37388071,-2.353741693,0.0008894923527621526
12859,12859,318500,3,Terraced,1,0,51.36257445,-2.383472247,0.004972298059019227
12860,12860,930000,3,Flat,0,0,51.39312604797789,-2.36896737843779,0.0022369648684053816
12861,12861,335000,3,Terraced,1,0,51.38358118,-2.393677914,0.0027854725400972146
12862,12862,575000,3,Semi-Detached,1,0,51.39120712,-2.398701753,0.007507492928547111
12863,12863,360000,3,Semi-Detached,1,0,51.37594331,-2.352579487,0.0013174989525009467
12864,12864,496000,4,Semi-Detached,0,0,51.39265596,-2.322382113,0.001089099657823287
12865,12865,975000,6,Semi-Detached,1,0,51.38809288,-2.3890599999999997,0.002186202099068867
12866,12866,228000,2,Flat,0,0,51.38143312,-2.376991464,0.0005127204088412803
12867,12867,300000,2,Flat,0,0,51.359857,-2.34687047,0.0045776863739176174
12868,12868,217500,3,Terraced,1,0,51.38315921,-2.404049084,0.012873818973353246
12869,12869,425000,4,Terraced,1,0,51.38358118,-2.393677914,0.0027854725400972146
12870,12870,222000,2,Flat,0,0,51.38190426,-2.384194266,0.005704867318364927
12871,12871,250000,2,Terraced,0,0,51.38038956,-2.393549934,0.0023472742477190305
12872,12872,250000,2,Terraced,1,0,51.35912422,-2.382682232,0.00423308491037097
12873,12873,940000,4,Semi-Detached,1,0,51.389456700000004,-2.349952833,0.001320367364383236
12874,12874,610000,2,Terraced,0,0,51.38596162,-2.357987938,0.0022585089966208043
12875,12875,200000,2,Terraced,1,0,51.363447799999996,-2.383120462,0.004695156709252877
12876,12876,642000,6,Semi-Detached,1,0,51.39125565,-2.394994185,0.0038129101449715166
12877,12877,335000,2,Flat,0,0,51.38727928,-2.362251982,0.0009148734415262354
12878,12878,360000,3,Semi-Detached,1,0,51.37437203,-2.391486956,0.0013214973146446001
12879,12879,408000,3,Terraced,1,0,51.38579032,-2.38093602,0.0030733696585218146
12880,12880,345000,3,Semi-Detached,1,0,51.372887,-2.386877,0.004326920853848491
12881,12881,310000,2,Terraced,0,0,51.39685745,-2.349750615,0.0015328530301729087
12882,12882,907500,5,Detached,1,0,51.40832756,-2.312744532,0.0011901117295376109
12883,12883,256500,2,Terraced,0,0,51.37827948,-2.379020161,0.000567401871273695
12884,12884,288000,2,Semi-Detached,1,0,51.367641,-2.365772873,0.0003301373925976706
12885,12885,210000,2,Terraced,1,0,51.38237438,-2.404789371,0.012544921428697208
12886,12886,312000,3,Terraced,1,0,51.37977,-2.3935299999999997,0.0023278572109587804
12887,12887,425000,3,Semi-Detached,1,0,51.40265648,-2.400468937,0.00998374925038255
12888,12888,507000,2,Terraced,0,0,51.39744064,-2.350171911,0.0010641927200800456
12889,12889,236000,2,Terraced,1,0,51.364923499999996,-2.390961058,0.0006835671274686164
12890,12890,295000,4,Terraced,1,0,51.37122294,-2.372813304,0.0016953909786079112
12891,12891,180000,1,Flat,0,0,51.39071448,-2.353296709,0.0001254573132331397
12892,12892,185000,2,Flat,0,0,51.397585600000006,-2.395048737,0.0038452107949986094
12893,12893,315000,3,Terraced,1,0,51.37563468,-2.393035019,0.002407227188543928
12894,12894,1370000,1,Detached,1,0,51.38983025,-2.368868703,0.001928826863246101
12895,12895,637500,4,Detached,1,0,51.40137445,-2.33006231,0.0042806451436553745
12896,12896,2075000,6,Detached,1,0,51.38468709,-2.342185378,0.009355968993737163
12897,12897,235000,3,Terraced,1,0,51.40021664,-2.35098374,0.0026946884410517635
12898,12898,195000,2,Flat,0,0,51.39945054,-2.342482481,0.008957139700330227
12899,12899,525000,3,Terraced,1,0,51.38404196,-2.393020859,0.002516188066259245
12900,12900,835000,4,Detached,1,0,51.37695691,-2.347386223,0.003853332371478038
12901,12901,285000,2,Flat,0,0,51.38715711,-2.352191487,0.0009409390270815786
12902,12902,1625000,5,Detached,1,0,51.3908549,-2.363243156,0.001821066664198429
12903,12903,172000,1,Flat,0,0,51.37973793,-2.389434967,0.0017731150305995479
12904,12904,305000,2,Terraced,1,0,51.37987203,-2.381475965,0.0029755280472063715
12905,12905,670000,4,Terraced,1,0,51.37876175,-2.351236184,0.0003238171372329241
12906,12906,664000,5,Semi-Detached,1,0,51.3781399,-2.374895409,0.0020946188776090444
12907,12907,272500,3,Terraced,1,0,51.36665088,-2.385244403,0.005973524803309584
12908,12908,460000,2,Flat,0,0,51.38423829,-2.356982963,0.0019951360088855895
12909,12909,225000,2,Terraced,1,0,51.35968988,-2.360267611,0.0012302771864882481
12910,12910,262000,2,Flat,0,0,51.37423804,-2.366200388,0.0011742750386755348
12911,12911,675000,5,Terraced,0,0,51.39029056,-2.387814367,0.003431728483143453
12912,12912,400000,3,Terraced,1,0,51.36121844,-2.342297592,0.008935620503106102
12913,12913,427500,1,Terraced,1,0,51.3959092,-2.354112921,0.0015427349639075408
12914,12914,245000,1,Flat,0,0,51.39262522,-2.357738157,0.0015599615972843796
12915,12915,360000,2,Flat,0,0,51.38338629,-2.370742385,0.0010865859020857316
12916,12916,370000,2,Flat,0,0,51.391257,-2.3525975530000003,0.0005655760399464304
12917,12917,390000,3,Semi-Detached,1,0,51.40434226,-2.313493636,0.0028100076801544187
12918,12918,285000,2,Terraced,1,0,51.37354404,-2.383563946,0.005084593259944075
12919,12919,332000,3,Terraced,1,0,51.38305673,-2.39454995,0.00343027851263106
12920,12920,850000,4,Terraced,1,0,51.37564404,-2.353424849,0.0015549409656942755
12921,12921,245000,2,Semi-Detached,1,0,51.37730751,-2.390233288,0.0009768332787963815
12922,12922,650000,3,Terraced,1,0,51.382853000000004,-2.37504737598638,0.0020176794572159635
12923,12923,744000,4,Semi-Detached,1,0,51.35975753,-2.355787142,0.0014765037235216574
12924,12924,269950,3,Semi-Detached,1,0,51.37035417,-2.396408769,0.005356867602181236
12925,12925,452500,3,Terraced,1,0,51.37478548,-2.333448273,0.002222372165235441
12926,12926,222000,1,Flat,0,0,51.39048296,-2.355522553,0.0010407005482325135
12927,12927,675000,4,Terraced,1,0,51.39826717,-2.347389625,0.003911858628257245
12928,12928,450000,4,Semi-Detached,1,0,51.36963001,-2.381620638,0.0031670368979708494
12929,12929,775000,4,Detached,1,0,51.40985279,-2.303768788,0.0055103608795117895
12930,12930,555000,3,Detached,1,0,51.36466165,-2.3966325,0.005441703984872284
12931,12931,312423,2,Terraced,1,0,51.375694200000005,-2.38595251,0.005462242800023178
12932,12932,402000,2,Terraced,0,0,51.37660518,-2.365457813,0.0008019805344639358
12933,12933,500000,4,Terraced,1,0,51.369205,-2.365787,0.00024229782884812153
12934,12934,255000,2,Terraced,1,0,51.39391449,-2.395793233,0.005108705736085187
12935,12935,710000,2,Terraced,1,0,51.38663513,-2.352345554,0.0012113863760567977
12936,12936,303000,3,Terraced,0,0,51.37384886,-2.372705348,0.000773927946517995
12937,12937,250000,2,Flat,0,0,51.3700355,-2.364414261,0.0018465713734161513
12938,12938,420000,3,Semi-Detached,1,0,51.36654169,-2.366024041,0.00030129868522651526
12939,12939,535000,3,Semi-Detached,1,0,51.36649456,-2.3724157740000003,0.00031721711957454266
12940,12940,430000,3,Terraced,1,0,51.39923028,-2.347051937,0.004511397239182794
12941,12941,340000,3,Terraced,1,0,51.36526739,-2.392989301,0.0018860577128885774
12942,12942,195000,2,Flat,0,0,51.370082700000005,-2.377889395,0.001168068623909236
12943,12943,240000,2,Flat,0,0,51.39317831,-2.3502687,0.0017895141707764055
12944,12944,455000,4,Terraced,0,0,51.37674725,-2.366033645,0.00045136689645354283
12945,12945,770000,4,Terraced,1,0,51.38386602,-2.349234783,0.0025371905486664473
12946,12946,840000,4,Terraced,1,0,51.39365199,-2.348217011,0.003608026567286571
12947,12947,346500,2,Terraced,1,0,51.40012475,-2.303416792,0.00640130704696828
12948,12948,735000,4,Terraced,1,0,51.38750609,-2.358675428,0.001465171674158354
12949,12949,1825000,4,Detached,1,0,51.39309555,-2.3626860080000003,0.0019048628724082624
12950,12950,224000,1,Flat,0,0,51.3901891,-2.3576610000000002,0.0013206905925175526
12951,12951,336000,4,Terraced,1,0,51.37017189,-2.372503088,0.0010896361101272285
12952,12952,380000,2,Terraced,1,0,51.39743068,-2.34443662,0.006796208417843302
12953,12953,399950,4,Terraced,1,0,51.39915185,-2.394544755,0.003712245935404568
12954,12954,335000,3,Terraced,1,0,51.36828674,-2.390860434,0.0005309916178380946
12955,12955,630000,3,Terraced,0,0,51.39553101,-2.35130719,0.0017217594585842637
12956,12956,595000,4,Terraced,0,0,51.38647842,-2.3536233280000003,0.0012170438937955993
12957,12957,395000,3,Terraced,1,0,51.396547,-2.351746,0.0008717456979951975
12958,12958,675000,4,Terraced,1,0,51.39248875,-2.352577,0.0009139996743968821
12959,12959,383800,3,Detached,1,0,51.37063708,-2.395175772,0.004263565641261535
12960,12960,355000,3,Semi-Detached,0,0,51.40410326,-2.400725975,0.00978954093506035
12961,12961,475000,3,Semi-Detached,1,0,51.39140588,-2.395771573,0.004575335602226625
12962,12962,485000,4,Semi-Detached,1,0,51.39993505,-2.348925993,0.003329526947426509
12963,12963,880000,4,Detached,1,0,51.3662119,-2.362200532,0.0007787926689578686
12964,12964,2450000,7,Detached,1,0,51.397397,-2.305181,0.004091418356220381
12965,12965,340000,2,Flat,0,0,51.383588396871296,-2.37101733270645,0.001329792564797709
12966,12966,295000,2,Flat,0,0,51.389889000000004,-2.355690406,0.001113404553289003
12967,12967,900000,3,Detached,1,0,51.39376918,-2.3686848080000003,0.0027510584342719134
12968,12968,625000,4,Detached,1,0,51.36377138,-2.363416522,0.0020591813794091185
12969,12969,185000,2,Flat,0,0,51.39191221,-2.3556629890000003,0.0008757838448481576
12970,12970,2200000,5,Terraced,1,0,51.38391104,-2.363978479,0.002583145181425808
12971,12971,460000,4,Detached,1,0,51.36842186,-2.384886,0.006340922923749846
12972,12972,880000,6,Terraced,1,0,51.38041756,-2.35078907,0.0004549547807055004
12973,12973,355000,3,Terraced,1,0,51.37234328,-2.393164845,0.002040032810739336
12974,12974,350000,3,Terraced,1,0,51.39582367,-2.35266054,0.001463584815080605
12975,12975,860000,4,Detached,1,0,51.36872518,-2.372075,0.0006434972151039337
12976,12976,860000,4,Detached,1,0,51.36872518,-2.372075,0.0006434972151039337
12977,12977,420000,3,Terraced,1,0,51.39713633,-2.358621428,0.0015149069721382812
12978,12978,320000,2,Terraced,1,0,51.39698309,-2.352827574,0.00031020061301191364
12979,12979,615000,4,Semi-Detached,1,0,51.37610729,-2.369390486,0.00167763038643756
12980,12980,585000,4,Semi-Detached,1,0,51.38811712,-2.343820538,0.007425303732213845
12981,12981,500000,4,Detached,1,0,51.38674753,-2.401249688,0.010087597686277316
12982,12982,438000,3,Terraced,1,0,51.39881181,-2.345813,0.005567801384095998
12983,12983,248500,2,Terraced,0,0,51.37184317,-2.381251168,0.0029488001160201394
12984,12984,365000,3,Semi-Detached,1,0,51.38674753,-2.401249688,0.010087597686277316
12985,12985,295000,3,Detached,1,0,51.39314939,-2.396030961,0.005048626646677439
12986,12986,325000,2,Terraced,0,0,51.38027041,-2.380631532,0.002131513593580074
12987,12987,345000,2,Flat,0,0,51.38365721,-2.3700259999999997,0.0014992459957508101
12988,12988,415000,3,Terraced,1,0,51.37749591,-2.368151677,0.001280582708704479
12989,12989,338000,3,Terraced,1,0,51.37826083,-2.384738463,0.0062415040587872166
12990,12990,623000,2,Terraced,1,0,51.37666807,-2.350774758,0.000699403799092794
12991,12991,800000,3,Terraced,1,0,51.37623307,-2.357840159,0.0016471735685691152
12992,12992,275000,0,Flat,0,0,51.38231916,-2.369828494,0.0008374844598435245
12993,12993,299000,3,Terraced,1,0,51.37167135,-2.375991815,0.0015863244559807836
12994,12994,620000,4,Semi-Detached,1,0,51.3586799,-2.35533357,0.0011902850985222784
12995,12995,212000,3,Terraced,1,0,51.36119177,-2.360178863,0.00017700919891777052
12996,12996,445000,3,Terraced,1,0,51.39094562,-2.357135799,0.0006421378988405369
12997,12997,1750000,3,Detached,1,0,51.39299755,-2.365286671,0.0015062654289916821
12998,12998,400000,3,Semi-Detached,1,0,51.35556054,-2.380828688,0.002524831885988114
12999,12999,154000,1,Flat,0,0,51.38190426,-2.384194266,0.005704867318364927
13000,13000,700000,4,Detached,1,0,51.35799329,-2.368023935,0.0011319467150029275
13001,13001,327500,3,Terraced,1,0,51.39382171,-2.35458547,0.002480069149634329
13002,13002,650000,4,Detached,1,0,51.35582782,-2.364660469,0.0018272156470070014
13003,13003,1135000,5,Terraced,1,0,51.38917586,-2.362468168,0.0010468885213012872
13004,13004,346475,2,Terraced,1,0,51.37291408,-2.383731074,0.005230619084559724
13005,13005,560000,4,Terraced,1,0,51.36245969,-2.363061421,0.0016396941129956366
13006,13006,250000,2,Terraced,1,0,51.358698700000005,-2.383569119,0.005073945769116923
13007,13007,803255,6,Semi-Detached,1,0,51.37726858,-2.371799239,0.0008108956867388578
13008,13008,285000,2,Terraced,0,0,51.40297268,-2.337175421,0.006175763144579548
13009,13009,318000,2,Flat,0,0,51.389889000000004,-2.355690406,0.001113404553289003
13010,13010,570000,4,Terraced,1,0,51.38546351,-2.390072775,0.002474884750793902
13011,13011,381000,3,Detached,0,0,51.39966782,-2.359978084,0.0021399441369972473
13012,13012,260000,3,Terraced,1,0,51.36918072,-2.389718839,0.0014879818832980686
13013,13013,310000,3,Terraced,1,0,51.3953273,-2.356235676,0.0019425449973169001
13014,13014,360000,3,Terraced,0,0,51.37640633,-2.362898833,0.0016750307049853842
13015,13015,685000,5,Detached,1,0,51.37210239,-2.392602505,0.001612919126556315
13016,13016,762000,5,Semi-Detached,0,0,51.37398644,-2.374674695,0.0022571750038454697
13017,13017,325000,3,Terraced,1,0,51.37406527,-2.378123338,0.0010538508619974865
13018,13018,340000,2,Terraced,1,0,51.37866504,-2.370934106,0.0004897936606392594
13019,13019,252000,1,Terraced,0,0,51.40297268,-2.337175421,0.006175763144579548
13020,13020,750000,3,Semi-Detached,1,0,51.37478981,-2.331925416,0.0017088072965014782
13021,13021,280000,3,Terraced,1,0,51.37972195,-2.388831357,0.002376531878338757
13022,13022,300000,2,Terraced,1,0,51.38062546,-2.376496288,0.0005735381300633572
13023,13023,325000,3,Terraced,0,0,51.39901099,-2.354223136,0.0017153408867809734
13024,13024,245000,2,Terraced,1,0,51.36971896,-2.398112752,0.006937694459839587
13025,13025,250000,2,Semi-Detached,1,0,51.37104769,-2.390711568,0.0019221572557667687
13026,13026,487000,3,Semi-Detached,1,0,51.41323377,-2.320585787,0.001657762252245198
13027,13027,1200000,5,Semi-Detached,1,0,51.37289955,-2.368660705,0.0017543113943229841
13028,13028,152500,2,Semi-Detached,1,0,51.129586091406296,-2.97252153614381,0.002102057345913357
13029,13029,119000,2,Flat,0,0,51.1384035978344,-3.00279525413266,0.0032328415763534955
13030,13030,205000,3,Detached,1,0,51.11537777664989,-2.99712481842093,0.0015034611875206288
13031,13031,180000,2,Semi-Detached,1,0,51.127615040135204,-2.97596699476851,0.004828345410289845
13032,13032,152000,2,Terraced,1,0,51.140371479528206,-2.97747964554892,0.0013499248447851144
13033,13033,238000,3,Detached,1,0,51.11420533030311,-2.99752816585908,0.0027156330426447365
13034,13034,193500,3,Semi-Detached,1,0,51.10956263737221,-2.99572828202365,0.0025653759803412183
13035,13035,355000,5,Detached,1,0,51.113869,-3.016936,0.002851831751557256
13036,13036,194500,3,Semi-Detached,1,0,51.1074339862714,-3.0006962954033702,0.0011693838837920187
13037,13037,160000,3,Semi-Detached,1,0,51.1348347620348,-3.00997861453704,0.0006966557763381762
13038,13038,167000,3,Terraced,1,0,51.130957949409506,-2.99437345233652,0.0007596381040352583
13039,13039,173000,3,Terraced,1,0,51.12481170866511,-2.98853988933707,0.006243297878720702
13040,13040,252000,3,Semi-Detached,1,0,51.1217365226519,-2.98638809184712,0.003473341219513823
13041,13041,142500,2,Terraced,1,0,51.12288036653261,-2.9786821180069305,0.00427945650606983
13042,13042,155000,2,Terraced,1,0,51.114920557384394,-3.01161582476094,0.0028431348222286174
13043,13043,208000,4,Terraced,1,0,51.1236546028922,-2.9921164641482205,0.005301337142180826
13044,13044,215000,4,Semi-Detached,1,0,51.132249919133386,-2.97334926800663,0.0016647723737400182
13045,13045,201000,3,Terraced,1,0,51.129456881496296,-3.009473,0.0020677717497082533
13046,13046,182000,3,Semi-Detached,1,0,51.139227967840995,-3.010446145439,0.001682542276704144
13047,13047,175000,3,Terraced,1,0,51.1189102489064,-3.00883113556047,0.000581388299984965
13048,13048,201000,3,Semi-Detached,1,0,51.111232,-3.012978,0.004326834893614759
13049,13049,172500,2,Terraced,1,0,51.124249,-2.990357,0.006163293516844098
13050,13050,173950,3,Semi-Detached,1,0,51.1290301170362,-2.98415692418896,0.0025682097649760214
13051,13051,159000,2,Terraced,1,0,51.137359770432795,-3.0100759999999998,0.00097040740831638
13052,13052,156500,2,Terraced,1,0,51.139368015941,-2.9748855149306,0.0034239586123259967
13053,13053,210000,4,Detached,1,0,51.1292594021625,-2.9739580582872795,0.003197420767516878
13054,13054,204000,3,Terraced,1,0,51.122483103720704,-3.00222178245729,0.004688022023299068
13055,13055,189950,3,Terraced,1,0,51.1384035978344,-3.00279525413266,0.0032328415763534955
13056,13056,139000,4,Terraced,1,0,51.127057368128796,-3.0056933194543904,0.004720641581267237
13057,13057,102500,2,Terraced,1,0,51.1372670222923,-2.97665651799494,0.002264298003020673
13058,13058,155000,2,Terraced,1,0,51.1253712003147,-2.99255296973033,0.006258577639641789
13059,13059,262000,3,Semi-Detached,1,0,51.1282995401075,-3.0200824474385,0.003221923214178636
13060,13060,380000,5,Semi-Detached,1,0,51.1254021989849,-3.0140883402647503,0.006117122341679008
13061,13061,220000,3,Terraced,1,0,51.129456881496296,-3.009473,0.0020677717497082533
13062,13062,440000,6,Detached,1,0,51.116901,-2.983013,0.0005918073254966013
13063,13063,122000,3,Terraced,1,0,51.134805682239296,-2.9859948579046,0.0019101209252599637
13064,13064,215000,3,Detached,1,0,51.1313359981887,-2.97187230698129,0.0002542467144937333
13065,13065,160000,3,Terraced,1,0,51.122186659210904,-3.00008633589931,0.003617959723022084
13066,13066,132250,3,Terraced,1,0,51.11698355269711,-3.01533269871144,0.0006442514566801386
13067,13067,155750,2,Semi-Detached,1,0,51.1283283605231,-2.98419916730797,0.0032614382388022737
13068,13068,460000,6,Detached,1,0,51.1280020556806,-3.01810378897888,0.0038108573961181647
13069,13069,235000,3,Semi-Detached,1,0,51.126291050221795,-3.02661162632106,0.005229138209311441
13070,13070,112500,2,Terraced,0,0,51.1270005562033,-2.99128748923984,0.005133613836019311
13071,13071,172000,3,Terraced,1,0,51.1282804402198,-3.0140084849668103,0.003240034486914921
13072,13072,246000,3,Detached,1,0,51.1315154269277,-3.023428,0.0006940106465281077
13073,13073,475000,4,Detached,1,0,51.13059365455821,-3.0220194696916605,0.0015649209339316406
13074,13074,192500,4,Terraced,1,0,51.1279312895926,-3.01071400489795,0.0038476653105134037
13075,13075,302500,3,Detached,1,0,51.1293920921241,-3.026036,0.0021807520553920935
13076,13076,124000,2,Terraced,0,0,51.131611612379,-3.0031197223314603,0.0035298170245534376
13077,13077,151000,2,Terraced,1,0,51.1372987144777,-2.97824375804526,0.0008796234837417849
13078,13078,121000,1,Terraced,1,0,51.138180049301006,-2.9750034244223498,0.003313711778303504
13079,13079,257500,4,Detached,1,0,51.1253712003147,-2.99255296973033,0.006258577639641789
